sku,post_status,post_title,attributes,pa_color,pa_size,pa_brand,post_content,post_excerpt,category,tags,manage_stock,stock_status,backorders,stock,price,regular_price,sale_price,weight,length,width,height,images,tax_status,tax_class,visibility,featured,
426802-385,publish,Vulkem 116,Sausage,Black,20-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Vulkem 116 is a one-part, moisture-curing, gun-grade polyurethane sealant with superior primerless adhesion to porous substrates. Tremco Vulkem 116 is an excellent general-purpose sealant designed for use on poured and precast concrete, masonry work, window and door perimeters, and similar types of construction joints. Tremco Vulkem 116 is designed for use on exterior applications but can also be used on interior applications with proper ventilation.
[/vc_column_text][/vc_column][/vc_row]","one-part, moisture-curing, gun-grade polyurethane sealant",Sealants | Polyurethane Sealants | Tremco | Tremco Vulkem 116 20oz,116 | caulking| masonry| polyurethane sealant | sealant |Tremco | Vulkem 116 | waterproofing | caulk,NO,instock,no,,7.59,16.35,7.59,32,5,5,35,http://i.imgur.com/yD4tir1.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
426721-385,publish,Vulkem 116,Sausage,Dark Bronze,20-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Vulkem 116 is a one-part, moisture-curing, gun-grade polyurethane sealant with superior primerless adhesion to porous substrates. Tremco Vulkem 116 is an excellent general-purpose sealant designed for use on poured and precast concrete, masonry work, window and door perimeters, and similar types of construction joints. Tremco Vulkem 116 is designed for use on exterior applications but can also be used on interior applications with proper ventilation.
[/vc_column_text][/vc_column][/vc_row]","one-part, moisture-curing, gun-grade polyurethane sealant",Sealants | Polyurethane Sealants | Tremco | Tremco Vulkem 116 20oz,116 | caulking| masonry| polyurethane sealant | sealant |Tremco | Vulkem 116 | waterproofing | caulk,NO,instock,no,,7.59,16.35,7.59,32,5,5,35,http://i.imgur.com/yD4tir1.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
426712-385,publish,Vulkem 116,Sausage,Gray,20-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Vulkem 116 is a one-part, moisture-curing, gun-grade polyurethane sealant with superior primerless adhesion to porous substrates. Tremco Vulkem 116 is an excellent general-purpose sealant designed for use on poured and precast concrete, masonry work, window and door perimeters, and similar types of construction joints. Tremco Vulkem 116 is designed for use on exterior applications but can also be used on interior applications with proper ventilation.
[/vc_column_text][/vc_column][/vc_row]","one-part, moisture-curing, gun-grade polyurethane sealant",Sealants | Polyurethane Sealants | Tremco | Tremco Vulkem 116 20oz,116 | caulking| masonry| polyurethane sealant | sealant |Tremco | Vulkem 116 | waterproofing | caulk,NO,instock,no,,7.59,16.35,7.59,32,5,5,35,http://i.imgur.com/yD4tir1.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
426805-385,publish,Vulkem 116,Sausage,Limestone,20-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Vulkem 116 is a one-part, moisture-curing, gun-grade polyurethane sealant with superior primerless adhesion to porous substrates. Tremco Vulkem 116 is an excellent general-purpose sealant designed for use on poured and precast concrete, masonry work, window and door perimeters, and similar types of construction joints. Tremco Vulkem 116 is designed for use on exterior applications but can also be used on interior applications with proper ventilation.
[/vc_column_text][/vc_column][/vc_row]","one-part, moisture-curing, gun-grade polyurethane sealant",Sealants | Polyurethane Sealants | Tremco | Tremco Vulkem 116 20oz,116 | caulking| masonry| polyurethane sealant | sealant |Tremco | Vulkem 116 | waterproofing | caulk,NO,instock,no,,7.59,16.35,7.59,32,5,5,35,http://i.imgur.com/yD4tir1.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
426806-385,publish,Vulkem 116,Sausage,White,20-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Vulkem 116 is a one-part, moisture-curing, gun-grade polyurethane sealant with superior primerless adhesion to porous substrates. Tremco Vulkem 116 is an excellent general-purpose sealant designed for use on poured and precast concrete, masonry work, window and door perimeters, and similar types of construction joints. Tremco Vulkem 116 is designed for use on exterior applications but can also be used on interior applications with proper ventilation.
[/vc_column_text][/vc_column][/vc_row]","one-part, moisture-curing, gun-grade polyurethane sealant",Sealants | Polyurethane Sealants | Tremco | Tremco Vulkem 116 20oz,116 | caulking| masonry| polyurethane sealant | sealant |Tremco | Vulkem 116 | waterproofing | caulk,NO,instock,no,,7.29,16.35,7.29,32,5,5,35,http://i.imgur.com/yD4tir1.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
426712-802,publish,Vulkem 116,Pail,Gray,2-Gallon,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Vulkem 116 is a one-part, moisture-curing, gun-grade polyurethane sealant with superior primerless adhesion to porous substrates. Tremco Vulkem 116 is an excellent general-purpose sealant designed for use on poured and precast concrete, masonry work, window and door perimeters, and similar types of construction joints. Tremco Vulkem 116 is designed for use on exterior applications but can also be used on interior applications with proper ventilation.
[/vc_column_text][/vc_column][/vc_row]","one-part, moisture-curing, gun-grade polyurethane sealant",Sealants | Polyurethane Sealants | Tremco | Tremco Vulkem 116 2-Gallon Pail,116 | caulking| masonry| polyurethane sealant | sealant |Tremco | Vulkem 116 | waterproofing | caulk,NO,instock,no,,88.91,126.98,88.91,400,23,23,26,https://farm9.staticflickr.com/8567/16669439436_157d982cac_o.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
445805A-333,publish,Vulkem 45-SSL,Quart Tube,Limestone,29-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Vulkem 45SSL is a traffic rated, pourable, semi-self-leveling sealant with exceptional primerless adhesion and movement capability. Vulkem 45SSL is suitable for continuous immersion in non-chlorinated water and can be applied to damp and green concrete. The technology in Vulkem 45SSL provides the sealant with greater UV resistance and will not out gas.
[/vc_column_text][/vc_column][/vc_row]","one-part, semi self-leveling, moisture-curing, low-modulus, polyurethane sealant.",Sealants | Polyurethane Sealants | Tremco | Tremco Vulkem 45-SSL 28oz,45-SSL | caulking| masonry| polyurethane sealant | sealant |Tremco | Vulkem 45 | Vulkem 45-SSL |waterproofing | caulk,NO,instock,no,,19.95,29.95,19.95,80,8,8,46,http://i.imgur.com/6CEFdx0.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
960724-323,publish,Dymonic FC,cartridge,Almond,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960851-323,publish,Dymonic FC,cartridge,Alum Stone,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960878-323,publish,Dymonic FC,cartridge,Anodized Alum,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960808-323,publish,Dymonic FC,cartridge,Beige,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960802-323,publish,Dymonic FC,cartridge,Black,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960801-323,publish,Dymonic FC,cartridge,Bronze,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960807-323,publish,Dymonic FC,cartridge,Buff,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960721-323,publish,Dymonic FC,cartridge,Dark Bronze,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960712-323,publish,Dymonic FC,cartridge,Gray,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960805-323,publish,Dymonic FC,cartridge,Limestone,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960803-323,publish,Dymonic FC,cartridge,Off White,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960804-323,publish,Dymonic FC,cartridge,Redwood Tan,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960892-323,publish,Dymonic FC,cartridge,Stone,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960806-323,publish,Dymonic FC,cartridge,White,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.05,9.95,5.05,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960856-323,publish,Dymonic FC,cartridge,Natural Clay,10-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 10oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,5.43,9.95,5.43,16,5,5,32,http://i.imgur.com/C4QcWaH.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
960878-385,publish,Dymonic FC,Sausage,Anodized Alum,20-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 20oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,7.67,16.67,7.67,32,5,5,35,http://i.imgur.com/7xJ5l3Y.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
960802-385,publish,Dymonic FC,Sausage,Black,20-oz,Tremco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=KCMXjc_Q_oE""][/vc_column][vc_column width=""1/2""][vc_column_text]
Tremco Dymonic FC is a durable, flexible, sealant that offers excellent performance in moving joints and exhibits tenacious adhesion once fully cured. Typical applications for Tremco Dymonic FC include; expansion and control joints, precast concrete panel joints, perimeter caulking (windows, door, panels), EIFS, aluminum, masonry and vinyl siding.
[/vc_column_text][/vc_column][/vc_row]","one-part, hybrid, paintable, moisture-curing, gun-grade sealant",Sealants | Hybrid Sealants | Tremco | Tremco Dymonic-FC 20oz,hybrid sealant | caulking| masonry| polyurethane sealant | sealant |Tremco | Dymonic-FC | waterproofing | caulk | adhesives,NO,instock,no,,7.67,16.67,7.67,32,5,5,35,http://i.imgur.com/7xJ5l3Y.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=KCMXjc_Q_oE
